source,season,tournament,date,round,group,home_team,away_team,home_code,away_code,home_goals,away_goals,home_goals_ht,away_goals_ht,venue,city,status,home_xg,away_xg
openfootball,2022,Qatar 2022,2022-11-30 00:00:00+00:00,Matchday 11,Group C,Poland,Argentina,,,0.0,2.0,0.0,0.0,"Stadium 974, Doha","Stadium 974, Doha",completed,,
openfootball,2022,Qatar 2022,2022-11-30 00:00:00+00:00,Matchday 11,Group C,Saudi Arabia,Mexico,,,1.0,2.0,0.0,0.0,"Lusail Iconic Stadium, Lusail","Lusail Iconic Stadium, Lusail",completed,,
openfootball,2022,Qatar 2022,2022-11-22 00:00:00+00:00,Matchday 3,Group D,Denmark,Tunisia,,,0.0,0.0,,,"Education City Stadium, Al Rayyan","Education City Stadium, Al Rayyan",completed,,
openfootball,2022,Qatar 2022,2022-11-22 00:00:00+00:00,Matchday 3,Group D,France,Australia,,,4.0,1.0,2.0,1.0,"Al Janoub Stadium, Al Wakrah","Al Janoub Stadium, Al Wakrah",completed,,
openfootball,2022,Qatar 2022,2022-11-26 00:00:00+00:00,Matchday 7,Group D,Tunisia,Australia,,,0.0,1.0,0.0,1.0,"Al Janoub Stadium, Al Wakrah","Al Janoub Stadium, Al Wakrah",completed,,
openfootball,2022,Qatar 2022,2022-11-26 00:00:00+00:00,Matchday 7,Group D,France,Denmark,,,2.0,1.0,0.0,0.0,"Stadium 974, Doha","Stadium 974, Doha",completed,,
openfootball,2022,Qatar 2022,2022-11-30 00:00:00+00:00,Matchday 11,Group D,Australia,Denmark,,,1.0,0.0,0.0,0.0,"Al Janoub Stadium, Al Wakrah","Al Janoub Stadium, Al Wakrah",completed,,
openfootball,2022,Qatar 2022,2022-11-30 00:00:00+00:00,Matchday 11,Group D,Tunisia,France,,,1.0,0.0,0.0,0.0,"Education City Stadium, Al Rayyan","Education City Stadium, Al Rayyan",completed,,
openfootball,2022,Qatar 2022,2022-11-23 00:00:00+00:00,Matchday 4,Group E,Germany,Japan,,,1.0,2.0,1.0,0.0,"Khalifa International Stadium, Al Rayyan","Khalifa International Stadium, Al Rayyan",completed,,
openfootball,2022,Qatar 2022,2022-11-23 00:00:00+00:00,Matchday 4,Group E,Spain,Costa Rica,,,7.0,0.0,3.0,0.0,"Al Thumama Stadium, Doha","Al Thumama Stadium, Doha",completed,,
openfootball,2022,Qatar 2022,2022-11-27 00:00:00+00:00,Matchday 8,Group E,Japan,Costa Rica,,,0.0,1.0,0.0,0.0,"Ahmad bin Ali Stadium, Al Rayyan","Ahmad bin Ali Stadium, Al Rayyan",completed,,
openfootball,2022,Qatar 2022,2022-11-27 00:00:00+00:00,Matchday 8,Group E,Spain,Germany,,,1.0,1.0,0.0,0.0,"Al Bayt Stadium, Al Khor","Al Bayt Stadium, Al Khor",completed,,
openfootball,2022,Qatar 2022,2022-12-01 00:00:00+00:00,Matchday 12,Group E,Japan,Spain,,,2.0,1.0,0.0,0.0,"Khalifa International Stadium, Al Rayyan","Khalifa International Stadium, Al Rayyan",completed,,
openfootball,2022,Qatar 2022,2022-12-01 00:00:00+00:00,Matchday 12,Group E,Costa Rica,Germany,,,2.0,4.0,0.0,1.0,"Al Bayt Stadium, Al Khor","Al Bayt Stadium, Al Khor",completed,,
openfootball,2022,Qatar 2022,2022-11-23 00:00:00+00:00,Matchday 4,Group F,Morocco,Croatia,,,0.0,0.0,,,"Al Bayt Stadium, Al Khor","Al Bayt Stadium, Al Khor",completed,,
openfootball,2022,Qatar 2022,2022-11-23 00:00:00+00:00,Matchday 4,Group F,Belgium,Canada,,,1.0,0.0,1.0,0.0,"Ahmad bin Ali Stadium, Al Rayyan","Ahmad bin Ali Stadium, Al Rayyan",completed,,
openfootball,2022,Qatar 2022,2022-11-27 00:00:00+00:00,Matchday 8,Group F,Belgium,Morocco,,,0.0,2.0,0.0,0.0,"Al Thumama Stadium, Doha","Al Thumama Stadium, Doha",completed,,
openfootball,2022,Qatar 2022,2022-11-27 00:00:00+00:00,Matchday 8,Group F,Croatia,Canada,,,4.0,1.0,2.0,1.0,"Khalifa International Stadium, Al Rayyan","Khalifa International Stadium, Al Rayyan",completed,,
openfootball,2022,Qatar 2022,2022-12-01 00:00:00+00:00,Matchday 12,Group F,Croatia,Belgium,,,0.0,0.0,,,"Ahmad bin Ali Stadium, Al Rayyan","Ahmad bin Ali Stadium, Al Rayyan",completed,,
openfootball,2022,Qatar 2022,2022-12-01 00:00:00+00:00,Matchday 12,Group F,Canada,Morocco,,,1.0,2.0,1.0,2.0,"Al Thumama Stadium, Doha","Al Thumama Stadium, Doha",completed,,
openfootball,2022,Qatar 2022,2022-11-24 00:00:00+00:00,Matchday 5,Group G,Switzerland,Cameroon,,,1.0,0.0,0.0,0.0,"Al Janoub Stadium, Al Wakrah","Al Janoub Stadium, Al Wakrah",completed,,
openfootball,2022,Qatar 2022,2022-11-24 00:00:00+00:00,Matchday 5,Group G,Brazil,Serbia,,,2.0,0.0,0.0,0.0,"Lusail Iconic Stadium, Lusail","Lusail Iconic Stadium, Lusail",completed,,
openfootball,2022,Qatar 2022,2022-11-28 00:00:00+00:00,Matchday 9,Group G,Cameroon,Serbia,,,3.0,3.0,1.0,2.0,"Al Janoub Stadium, Al Wakrah","Al Janoub Stadium, Al Wakrah",completed,,
openfootball,2022,Qatar 2022,2022-11-28 00:00:00+00:00,Matchday 9,Group G,Brazil,Switzerland,,,1.0,0.0,0.0,0.0,"Stadium 974, Doha","Stadium 974, Doha",completed,,
openfootball,2022,Qatar 2022,2022-12-02 00:00:00+00:00,Matchday 13,Group G,Serbia,Switzerland,,,2.0,3.0,2.0,1.0,"Stadium 974, Doha","Stadium 974, Doha",completed,,
openfootball,2022,Qatar 2022,2022-12-02 00:00:00+00:00,Matchday 13,Group G,Cameroon,Brazil,,,1.0,0.0,0.0,0.0,"Lusail Iconic Stadium, Lusail","Lusail Iconic Stadium, Lusail",completed,,
openfootball,2022,Qatar 2022,2022-11-24 00:00:00+00:00,Matchday 5,Group H,Uruguay,South Korea,,,0.0,0.0,,,"Education City Stadium, Al Rayyan","Education City Stadium, Al Rayyan",completed,,
openfootball,2022,Qatar 2022,2022-11-24 00:00:00+00:00,Matchday 5,Group H,Portugal,Ghana,,,3.0,2.0,0.0,0.0,"Stadium 974, Doha","Stadium 974, Doha",completed,,
openfootball,2022,Qatar 2022,2022-11-28 00:00:00+00:00,Matchday 9,Group H,South Korea,Ghana,,,2.0,3.0,0.0,2.0,"Education City Stadium, Al Rayyan","Education City Stadium, Al Rayyan",completed,,
openfootball,2022,Qatar 2022,2022-11-28 00:00:00+00:00,Matchday 9,Group H,Portugal,Uruguay,,,2.0,0.0,0.0,0.0,"Lusail Iconic Stadium, Lusail","Lusail Iconic Stadium, Lusail",completed,,
openfootball,2022,Qatar 2022,2022-12-02 00:00:00+00:00,Matchday 13,Group H,Ghana,Uruguay,,,0.0,2.0,,,"Al Janoub Stadium, Al Wakrah","Al Janoub Stadium, Al Wakrah",completed,,
openfootball,2022,Qatar 2022,2022-12-02 00:00:00+00:00,Matchday 13,Group H,South Korea,Portugal,,,2.0,1.0,1.0,1.0,"Lusail Iconic Stadium, Lusail","Lusail Iconic Stadium, Lusail",completed,,
openfootball,2022,Qatar 2022,2022-12-03 00:00:00+00:00,Round of 16,Round of 16,Netherlands,USA,,,3.0,1.0,2.0,0.0,"Khalifa International Stadium, Al Rayyan","Khalifa International Stadium, Al Rayyan",completed,,
openfootball,2022,Qatar 2022,2022-12-03 00:00:00+00:00,Round of 16,Round of 16,Argentina,Australia,,,2.0,1.0,1.0,0.0,"Ahmad bin Ali Stadium, Al Rayyan","Ahmad bin Ali Stadium, Al Rayyan",completed,,
openfootball,2022,Qatar 2022,2022-12-04 00:00:00+00:00,Round of 16,Round of 16,France,Poland,,,3.0,1.0,1.0,0.0,"Al Thumama Stadium, Doha","Al Thumama Stadium, Doha",completed,,
openfootball,2022,Qatar 2022,2022-12-04 00:00:00+00:00,Round of 16,Round of 16,England,Senegal,,,3.0,0.0,2.0,0.0,"Al Bayt Stadium, Al Khor","Al Bayt Stadium, Al Khor",completed,,
openfootball,2022,Qatar 2022,2022-12-05 00:00:00+00:00,Round of 16,Round of 16,Japan,Croatia,,,1.0,1.0,1.0,0.0,"Al Janoub Stadium, Al Wakrah","Al Janoub Stadium, Al Wakrah",completed,,
openfootball,2022,Qatar 2022,2022-12-05 00:00:00+00:00,Round of 16,Round of 16,Brazil,South Korea,,,4.0,1.0,4.0,0.0,"Stadium 974, Doha","Stadium 974, Doha",completed,,
openfootball,2022,Qatar 2022,2022-12-06 00:00:00+00:00,Round of 16,Round of 16,Morocco,Spain,,,0.0,0.0,0.0,0.0,"Education City Stadium, Al Rayyan","Education City Stadium, Al Rayyan",completed,,
openfootball,2022,Qatar 2022,2022-12-06 00:00:00+00:00,Round of 16,Round of 16,Portugal,Switzerland,,,6.0,1.0,2.0,0.0,"Lusail Iconic Stadium, Lusail","Lusail Iconic Stadium, Lusail",completed,,
openfootball,2022,Qatar 2022,2022-12-09 00:00:00+00:00,Quarter-finals,Quarter-finals,Croatia,Brazil,,,0.0,0.0,0.0,0.0,"Education City Stadium, Al Rayyan","Education City Stadium, Al Rayyan",completed,,
openfootball,2022,Qatar 2022,2022-12-09 00:00:00+00:00,Quarter-finals,Quarter-finals,Netherlands,Argentina,,,2.0,2.0,1.0,0.0,"Lusail Iconic Stadium, Lusail","Lusail Iconic Stadium, Lusail",completed,,
openfootball,2022,Qatar 2022,2022-12-10 00:00:00+00:00,Quarter-finals,Quarter-finals,Morocco,Portugal,,,1.0,0.0,1.0,0.0,"Al Thumama Stadium, Doha","Al Thumama Stadium, Doha",completed,,
openfootball,2022,Qatar 2022,2022-12-10 00:00:00+00:00,Quarter-finals,Quarter-finals,England,France,,,1.0,2.0,0.0,1.0,"Al Bayt Stadium, Al Khor","Al Bayt Stadium, Al Khor",completed,,
openfootball,2022,Qatar 2022,2022-12-13 00:00:00+00:00,Semi-finals,Semi-finals,Argentina,Croatia,,,3.0,0.0,2.0,0.0,"Lusail Iconic Stadium, Lusail","Lusail Iconic Stadium, Lusail",completed,,
openfootball,2022,Qatar 2022,2022-12-14 00:00:00+00:00,Semi-finals,Semi-finals,France,Morocco,,,2.0,0.0,1.0,0.0,"Al Bayt Stadium, Al Khor","Al Bayt Stadium, Al Khor",completed,,
openfootball,2022,Qatar 2022,2022-12-17 00:00:00+00:00,Match for third place,Match for third place,Croatia,Morocco,,,2.0,1.0,2.0,1.0,"Khalifa International Stadium, Al Rayyan","Khalifa International Stadium, Al Rayyan",completed,,
openfootball,2022,Qatar 2022,2022-12-18 00:00:00+00:00,Final,Final,Argentina,France,,,2.0,2.0,2.0,0.0,"Lusail Iconic Stadium, Lusail","Lusail Iconic Stadium, Lusail",completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 1,Group A,Mexico,South Africa,,,2.0,0.0,1.0,0.0,Mexico City,Mexico City,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 1,Group A,South Korea,Czech Republic,,,2.0,1.0,0.0,0.0,Guadalajara (Zapopan),Guadalajara (Zapopan),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 8,Group A,Czech Republic,South Africa,,,1.0,1.0,1.0,0.0,Atlanta,Atlanta,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 8,Group A,Mexico,South Korea,,,1.0,0.0,0.0,0.0,Guadalajara (Zapopan),Guadalajara (Zapopan),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 14,Group A,Czech Republic,Mexico,,,0.0,3.0,0.0,0.0,Mexico City,Mexico City,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 14,Group A,South Africa,South Korea,,,1.0,0.0,0.0,0.0,Monterrey (Guadalupe),Monterrey (Guadalupe),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 2,Group B,Canada,Bosnia & Herzegovina,,,1.0,1.0,0.0,1.0,Toronto,Toronto,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 3,Group B,Qatar,Switzerland,,,1.0,1.0,0.0,1.0,San Francisco Bay Area (Santa Clara),San Francisco Bay Area (Santa Clara),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 8,Group B,Switzerland,Bosnia & Herzegovina,,,4.0,1.0,0.0,0.0,Los Angeles (Inglewood),Los Angeles (Inglewood),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 8,Group B,Canada,Qatar,,,6.0,0.0,3.0,0.0,Vancouver,Vancouver,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 14,Group B,Switzerland,Canada,,,2.0,1.0,0.0,0.0,Vancouver,Vancouver,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 14,Group B,Bosnia & Herzegovina,Qatar,,,3.0,1.0,2.0,1.0,Seattle,Seattle,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 3,Group C,Brazil,Morocco,,,1.0,1.0,1.0,1.0,New York/New Jersey (East Rutherford),New York/New Jersey (East Rutherford),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 3,Group C,Haiti,Scotland,,,0.0,1.0,0.0,1.0,Boston (Foxborough),Boston (Foxborough),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 9,Group C,Scotland,Morocco,,,0.0,1.0,0.0,1.0,Boston (Foxborough),Boston (Foxborough),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 9,Group C,Brazil,Haiti,,,3.0,0.0,3.0,0.0,Philadelphia,Philadelphia,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 14,Group C,Scotland,Brazil,,,0.0,3.0,0.0,2.0,Miami (Miami Gardens),Miami (Miami Gardens),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 14,Group C,Morocco,Haiti,,,4.0,2.0,2.0,2.0,Atlanta,Atlanta,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 2,Group D,USA,Paraguay,,,4.0,1.0,3.0,0.0,Los Angeles (Inglewood),Los Angeles (Inglewood),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 3,Group D,Australia,Turkey,,,2.0,0.0,1.0,0.0,Vancouver,Vancouver,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 9,Group D,USA,Australia,,,2.0,0.0,2.0,0.0,Seattle,Seattle,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 9,Group D,Turkey,Paraguay,,,0.0,1.0,0.0,1.0,San Francisco Bay Area (Santa Clara),San Francisco Bay Area (Santa Clara),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 15,Group D,Turkey,USA,,,3.0,2.0,2.0,1.0,Los Angeles (Inglewood),Los Angeles (Inglewood),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 15,Group D,Paraguay,Australia,,,0.0,0.0,0.0,0.0,San Francisco Bay Area (Santa Clara),San Francisco Bay Area (Santa Clara),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 4,Group E,Germany,Curaçao,,,7.0,1.0,3.0,1.0,Houston,Houston,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 4,Group E,Ivory Coast,Ecuador,,,1.0,0.0,0.0,0.0,Philadelphia,Philadelphia,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 10,Group E,Germany,Ivory Coast,,,2.0,1.0,0.0,1.0,Toronto,Toronto,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 10,Group E,Ecuador,Curaçao,,,0.0,0.0,0.0,0.0,Kansas City,Kansas City,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 15,Group E,Curaçao,Ivory Coast,,,0.0,2.0,0.0,1.0,Philadelphia,Philadelphia,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 15,Group E,Ecuador,Germany,,,2.0,1.0,1.0,1.0,New York/New Jersey (East Rutherford),New York/New Jersey (East Rutherford),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 4,Group F,Netherlands,Japan,,,2.0,2.0,0.0,0.0,Dallas (Arlington),Dallas (Arlington),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 4,Group F,Sweden,Tunisia,,,5.0,1.0,2.0,1.0,Monterrey (Guadalupe),Monterrey (Guadalupe),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 10,Group F,Netherlands,Sweden,,,5.0,1.0,2.0,0.0,Houston,Houston,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 10,Group F,Tunisia,Japan,,,0.0,4.0,0.0,2.0,Monterrey (Guadalupe),Monterrey (Guadalupe),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 15,Group F,Japan,Sweden,,,1.0,1.0,0.0,0.0,Dallas (Arlington),Dallas (Arlington),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 15,Group F,Tunisia,Netherlands,,,1.0,3.0,0.0,2.0,Kansas City,Kansas City,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 5,Group G,Belgium,Egypt,,,1.0,1.0,0.0,1.0,Seattle,Seattle,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 5,Group G,Iran,New Zealand,,,2.0,2.0,1.0,1.0,Los Angeles (Inglewood),Los Angeles (Inglewood),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 11,Group G,Belgium,Iran,,,0.0,0.0,0.0,0.0,Los Angeles (Inglewood),Los Angeles (Inglewood),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 11,Group G,New Zealand,Egypt,,,1.0,3.0,1.0,0.0,Vancouver,Vancouver,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 16,Group G,Egypt,Iran,,,1.0,1.0,1.0,1.0,Seattle,Seattle,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 16,Group G,New Zealand,Belgium,,,1.0,5.0,0.0,1.0,Vancouver,Vancouver,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 5,Group H,Spain,Cape Verde,,,0.0,0.0,0.0,0.0,Atlanta,Atlanta,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 5,Group H,Saudi Arabia,Uruguay,,,1.0,1.0,1.0,0.0,Miami (Miami Gardens),Miami (Miami Gardens),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 11,Group H,Spain,Saudi Arabia,,,4.0,0.0,3.0,0.0,Atlanta,Atlanta,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 11,Group H,Uruguay,Cape Verde,,,2.0,2.0,2.0,1.0,Miami (Miami Gardens),Miami (Miami Gardens),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 16,Group H,Cape Verde,Saudi Arabia,,,0.0,0.0,0.0,0.0,Houston,Houston,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 16,Group H,Uruguay,Spain,,,0.0,1.0,0.0,1.0,Guadalajara (Zapopan),Guadalajara (Zapopan),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 6,Group I,France,Senegal,,,3.0,1.0,0.0,0.0,New York/New Jersey (East Rutherford),New York/New Jersey (East Rutherford),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 6,Group I,Iraq,Norway,,,1.0,4.0,1.0,2.0,Boston (Foxborough),Boston (Foxborough),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 12,Group I,France,Iraq,,,3.0,0.0,1.0,0.0,Philadelphia,Philadelphia,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 12,Group I,Norway,Senegal,,,3.0,2.0,1.0,0.0,New York/New Jersey (East Rutherford),New York/New Jersey (East Rutherford),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 16,Group I,Norway,France,,,1.0,4.0,1.0,3.0,Boston (Foxborough),Boston (Foxborough),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 16,Group I,Senegal,Iraq,,,5.0,0.0,1.0,0.0,Toronto,Toronto,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 6,Group J,Argentina,Algeria,,,3.0,0.0,1.0,0.0,Kansas City,Kansas City,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 6,Group J,Austria,Jordan,,,3.0,1.0,1.0,0.0,San Francisco Bay Area (Santa Clara),San Francisco Bay Area (Santa Clara),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 12,Group J,Argentina,Austria,,,2.0,0.0,1.0,0.0,Dallas (Arlington),Dallas (Arlington),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 12,Group J,Jordan,Algeria,,,1.0,2.0,1.0,0.0,San Francisco Bay Area (Santa Clara),San Francisco Bay Area (Santa Clara),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 17,Group J,Algeria,Austria,,,3.0,3.0,1.0,1.0,Kansas City,Kansas City,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 17,Group J,Jordan,Argentina,,,1.0,3.0,0.0,2.0,Dallas (Arlington),Dallas (Arlington),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 7,Group K,Portugal,DR Congo,,,1.0,1.0,1.0,1.0,Houston,Houston,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 7,Group K,Uzbekistan,Colombia,,,1.0,3.0,0.0,1.0,Mexico City,Mexico City,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 13,Group K,Portugal,Uzbekistan,,,5.0,0.0,3.0,0.0,Houston,Houston,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 13,Group K,Colombia,DR Congo,,,1.0,0.0,0.0,0.0,Guadalajara (Zapopan),Guadalajara (Zapopan),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 17,Group K,Colombia,Portugal,,,0.0,0.0,0.0,0.0,Miami (Miami Gardens),Miami (Miami Gardens),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 17,Group K,DR Congo,Uzbekistan,,,3.0,1.0,0.0,1.0,Atlanta,Atlanta,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 7,Group L,England,Croatia,,,4.0,2.0,2.0,2.0,Dallas (Arlington),Dallas (Arlington),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 7,Group L,Ghana,Panama,,,1.0,0.0,0.0,0.0,Toronto,Toronto,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 13,Group L,England,Ghana,,,0.0,0.0,0.0,0.0,Boston (Foxborough),Boston (Foxborough),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 13,Group L,Panama,Croatia,,,0.0,1.0,0.0,0.0,Toronto,Toronto,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 17,Group L,Panama,England,,,0.0,2.0,0.0,0.0,New York/New Jersey (East Rutherford),New York/New Jersey (East Rutherford),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Matchday 17,Group L,Croatia,Ghana,,,2.0,1.0,1.0,0.0,Philadelphia,Philadelphia,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Round of 32,Round of 32,South Africa,Canada,,,0.0,1.0,0.0,0.0,Los Angeles (Inglewood),Los Angeles (Inglewood),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Round of 32,Round of 32,Germany,Paraguay,,,1.0,1.0,0.0,1.0,Boston (Foxborough),Boston (Foxborough),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Round of 32,Round of 32,Netherlands,Morocco,,,1.0,1.0,0.0,0.0,Monterrey (Guadalupe),Monterrey (Guadalupe),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Round of 32,Round of 32,Brazil,Japan,,,2.0,1.0,0.0,1.0,Houston,Houston,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Round of 32,Round of 32,France,Sweden,,,3.0,0.0,1.0,0.0,New York/New Jersey (East Rutherford),New York/New Jersey (East Rutherford),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Round of 32,Round of 32,Ivory Coast,Norway,,,1.0,2.0,0.0,1.0,Dallas (Arlington),Dallas (Arlington),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Round of 32,Round of 32,Mexico,Ecuador,,,2.0,0.0,1.0,0.0,Mexico City,Mexico City,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Round of 32,Round of 32,England,DR Congo,,,2.0,1.0,0.0,1.0,Atlanta,Atlanta,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Round of 32,Round of 32,USA,Bosnia & Herzegovina,,,2.0,0.0,1.0,0.0,San Francisco Bay Area (Santa Clara),San Francisco Bay Area (Santa Clara),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Round of 32,Round of 32,Belgium,Senegal,,,2.0,2.0,0.0,1.0,Seattle,Seattle,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Round of 32,Round of 32,Portugal,Croatia,,,2.0,1.0,0.0,0.0,Toronto,Toronto,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Round of 32,Round of 32,Spain,Austria,,,3.0,0.0,1.0,0.0,Los Angeles (Inglewood),Los Angeles (Inglewood),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Round of 32,Round of 32,Switzerland,Algeria,,,2.0,0.0,1.0,0.0,Vancouver,Vancouver,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Round of 32,Round of 32,Argentina,Cape Verde,,,1.0,1.0,1.0,0.0,Miami (Miami Gardens),Miami (Miami Gardens),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Round of 32,Round of 32,Colombia,Ghana,,,1.0,0.0,1.0,0.0,Kansas City,Kansas City,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Round of 32,Round of 32,Australia,Egypt,,,1.0,1.0,0.0,1.0,Dallas (Arlington),Dallas (Arlington),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Round of 16,Round of 16,Paraguay,France,,,0.0,1.0,0.0,0.0,Philadelphia,Philadelphia,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Round of 16,Round of 16,Canada,Morocco,,,0.0,3.0,0.0,0.0,Houston,Houston,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Round of 16,Round of 16,Brazil,Norway,,,1.0,2.0,0.0,0.0,New York/New Jersey (East Rutherford),New York/New Jersey (East Rutherford),completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Round of 16,Round of 16,Mexico,England,,,2.0,3.0,1.0,2.0,Mexico City,Mexico City,completed,,
openfootball,2026,USA/Canada/Mexico 2026,,Round of 16,Round of 16,Portugal,Spain,,,,,,,Dallas (Arlington),Dallas (Arlington),scheduled,,
openfootball,2026,USA/Canada/Mexico 2026,,Round of 16,Round of 16,USA,Belgium,,,,,,,Seattle,Seattle,scheduled,,
openfootball,2026,USA/Canada/Mexico 2026,,Round of 16,Round of 16,Argentina,Egypt,,,,,,,Atlanta,Atlanta,scheduled,,
openfootball,2026,USA/Canada/Mexico 2026,,Round of 16,Round of 16,Switzerland,Colombia,,,,,,,Vancouver,Vancouver,scheduled,,
openfootball,2026,USA/Canada/Mexico 2026,,Quarter-final,Quarter-final,France,Morocco,,,,,,,Boston (Foxborough),Boston (Foxborough),scheduled,,
openfootball,2026,USA/Canada/Mexico 2026,,Quarter-final,Quarter-final,W93,W94,,,,,,,Los Angeles (Inglewood),Los Angeles (Inglewood),scheduled,,
