source,season,date,round,group,home_team,away_team,home_goals,away_goals,venue,city,status
espn,2026,2026-07-09 20:00:00+00:00,13799,,France,Morocco,0,0,Gillette Stadium,"Foxborough, Massachusetts",scheduled
